ID,target,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131
43,1,4.04572542314,3.99260650813,C,3.59809638868,7.9463301376,1.70974187471,2.36580419303,7.82717545964,9.84924679022,1.0284468865,14.7857662503,6.35153498688,4.14768222828,9.88533305424,1.99508988857,6.32302422108,2.23676644227,0.908898702373,0.238146266044,16.5342004099,5.27391200907,VZF,0.0685503046591,C,7.58403915547,1.96818991834,2.92246564967,6.45071625639,7.19681978478,A,A,1.94831097959,3.85685953142,8.08165763978,7.88601632807,15.3614185593,1.84873855538,0,0.622515735994,6.95680536568,6.7461887975,13.0748844301,2.35294031441,8.37321433458,8.89409539833,8.63627421589,C,14.9336638827,8.07157060595,1.23248513992,7.06374055543,K,15.7090248264,4.64768369416,2.88270384488,AG,4.14844332174,12.0684284568,9.44565639,1.56726365024,12.5156068818,1,8.32670369534,4.00241300834,13.6749159502,A,9.1252484905,18.3514776159,9.96563522462,10.2807478889,F,1,2.96538394357,B,D,1.33969112387,6.64015901286,11.3402058581,E,4.62311472749,8.79799525023,3.20112721415,3.28031867723,3.65805206432,3.05825251822,1.03379797619,8.89727271961,1.24585804809,8.30843328698,1.03539334735,B,0.489755371884,4.88355721199,4.19023490182,0.637820422979,5.65274979633,7.22688992362,8.96768055863,0.583168199847,7.55832018324,4.7244382447,2.52138562548,6.60776520562,2.87494210335,4.4583773589,8.71135928332,B,1.64754215009,2.97510252712,B,5.80516918149,N,,16.2131135343,10.034364909,2.37569100118,8.30249502977,9.07562937242,6.31431115087,1.05754330781,4.06403996948,5.22612996705,5.25927227037,2.69085737526,BD,1.4470901772,2.55964149768,1.50905188545,0,3.26050410531,2.26804152205
46,1,,,C,,,,,,,2.25383028229,,6.48641321649,,12.0281008451,,,,,,,6.55396341864,ABPH,,E,,,,,,,A,,,6.56865517783,,,,0,,10.5824477016,,,,,,,I,,,3.3585216744,,L,,,,BJ,,,,,,3,,,,A,,,,,B,3,,B,B,,,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,,A,,D,W,14.4974199191,,,,,,,,,,,CG,,,,0,,
51,1,,,C,,,,,,,1.83807352888,,6.75024070028,,11.5568939447,,,,,,,6.44989628313,CBS,,E,,,,,,,A,,,5.81351120258,,,,0,,11.35807803,,,,,,,I,,,1.77683313836,,C,,,,CY,,,,,,1,,,,B,,,,,B,1,,B,B,,,,C,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,A,,R,L,13.2967417743,,,,,,,,,,,J,,,,0,,
52,1,0.292028242794,12.7158114832,C,4.99972420947,5.99865558271,2.02052034414,2.62036263399,0.0585480663439,8.98305058805,1.02844656177,16.0757319561,6.36631861346,3.03486373799,12.0614451139,1.74242379805,4.66666658935,4.28281348602,0.474945958579,0.183589170298,18.2204134698,7.36740575818,BWJ,0.000000633743402503,A,0.105914023947,1.73638583745,2.57300779466,2.70686291658,8.6819264542,C,A,1.25493246399,0.947118708116,7.20676610247,8.20836575451,12.4687676244,0.120480998473,0,3.57390674971,8.340206444,7.37174371632,12.5335433668,2.06540494175,11.688598835,8.84342817484,0.104249777887,C,11.255096006,8.05051288622,1.19140137402,8.17160513654,E,16.1818171829,0.0625642064806,0.947119911021,BV,4.54617176335,0.505952380153,10.3810506678,1.70744486859,16.5011070529,2,0.105733132244,7.23189725844,17.3099282996,C,9.17127090521,16.0119049224,13.3333327155,11.1153488343,B,2,1.90045947813,B,B,2.64710511613,6.97711118031,14.6666675839,E,1.1864415607,9.50622492518,8.56975977197,1.04183179903,0.662983061393,1.83381039266,1.08918727483,7.40657239058,3.44119986736,0.0930207481958,0.905396930315,F,0.542012673628,4.67517404401,3.57783508105,0.569967815806,7.02446697525,7.10843459798,9.07910006131,1.09971122607,19.4642852759,6.07523185044,1.32514698982,5.06062095073,2.03034942524,0.0254827010053,13.6647200119,A,1.60752954375,1.62828888378,B,0.947118692537,R,,15.3156946741,6.66666675017,2.14545401294,4.14333617027,7.22891501986,0.749323937852,0.654762496248,1.2941173671,7.79661065383,1.69782071227,0.0073510647643,N,1.49197349821,4.20284183061,1.30605305812,0,0.72289151083,0.666665668417
54,1,0.517241247333,8.5285442333,C,4.07537241733,5.72683436272,2.53494917046,3.64398965287,0.749567886054,6.98113302001,1.29102933223,15.9064337044,6.58080294806,2.80453524614,11.7567878831,1.18493665477,6.77966011027,4.1040096113,0.549862814947,0.159528626279,18.8968610218,6.81988176979,MQE,-0.000000461817228607,E,0.545565843166,2.32370309889,2.57222673056,4.58627274996,9.0121164175,,A,1.03448307308,1.09972100233,4.68241137229,10.4566637146,16.578186364,0.153452103161,0,-0.000000507149638488,12.5960487913,7.60484544591,13.6439879622,2.65107272533,13.4561923521,12.1675875504,0.689777054096,C,11.5578715058,8.02423044833,1.13124474006,5.64481540336,J,16.1116851373,0.25703917985,0.61509731294,R,4.24044748083,1.77377861636,13.6702493801,2.27244560536,16.4886524836,1,0.624799132966,6.98867329163,17.9898359943,A,9.56197658852,19.6915159448,7.45762716268,11.4991421896,C,1,1.50259995279,B,B,2.51628759177,8.62069038168,12.5423734837,B,1.88679182494,11.3916204485,2.64887064573,1.03448322903,1.1183606231,1.1180130765,0.768872926427,6.27976427994,0.782851700639,0.27259852472,1.15053026978,E,0.380153590831,6.52193552556,4.32342205211,0.403544096398,7.26001850037,6.80306961129,5.93953105352,1.33271204036,18.2262209775,9.17299859719,1.9007159648,5.38744034815,2.15363239235,0.28870894706,13.3602357662,F,0.895969363439,1.04848282994,B,2.06896629097,F,,11.929410116,12.5423732217,2.75077640465,4.66469161737,6.95652168525,2.60521287625,0.308483067171,1.28919762305,5.18868023687,1.78813190821,0.0859468287044,AR,2.10597078276,0.524231097942,0.785666610579,0,0.603581135382,1.0169496984
55,0,2.41566956828,14.9603923189,C,4.35698008461,8.52051017517,2.13275342864,2.02393849177,0.0358224560607,7.56756787973,0.787746462042,16.4035093592,6.32312732526,3.47915511747,10.4789425698,1.54505510555,5.78947441567,4.87841921748,0.251608008734,0.225099338682,18.7272332676,6.20680707637,FLR,0.0000000222658298229,E,0.130472280873,1.59593715822,2.45919518728,1.96279615269,9.09684382263,,A,1.37105648307,1.65397209129,7.2439181938,8.1828083287,10.8149905287,1.29032171812,0,0.121554242687,8.03921630224,8.13928186608,13.1229598228,1.7543858151,12.9896266574,9.75375345829,0.112765898106,I,10.7213131549,8.66158931403,0.820188412943,5.78928177926,G,16.8899520198,0.141980113478,1.43634414251,,4.91839041018,1.51685323304,11.4382553072,1.35654627387,16.9812234962,1,0.171512850615,7.99998606091,17.6135611514,A,9.92382961367,19.3258423028,11.5789468954,12.9932449905,F,1,1.91885871727,B,D,3.07217743019,8.61806214574,11.0526306179,C,1.98198266332,6.83732040708,8.71570261481,1.37105555909,1.43634287348,1.72661888277,1.01196967933,10.7312055964,0.957562602764,0.121108665115,1.10076751605,C,0.769619374932,5.60672208293,3.38832555416,0.836563872946,7.68226257149,7.31182757425,7.35246068534,1.63583680504,18.4269668213,11.5588471178,1.90071471571,4.66960445478,2.633133889,0.0245574484936,14.399578462,D,2.5199241136,5.31250006772,A,2.08922786397,T,G,15.3943065796,8.42105291769,1.62679342835,7.63717761687,8.60215006276,2.20552217174,0.505617065764,1.58291521902,5.58558613072,2.45168029605,0.00664012586716,Z,1.44222361532,2.24428657929,2.37357826528,0,1.63440789899,3.15789402842
57,1,1.68757196718,6.79109132678,C,5.32400307787,8.62733582112,3.19270305314,3.70581543109,2.24431515012,3.66148591542,2.603939028,14.1707148761,6.41038015375,4.14617598853,11.7795503371,1.31450234853,5.12820481817,4.74687207222,1.22340713638,0.205508306424,17.632376111,5.81157436262,IIP,-0.000000865162273077,C,1.98196862821,3.27157004827,3.29532406393,7.49839602341,7.77081056796,,B,0.906500237423,0.889396342194,6.03557022315,5.40478976124,14.9689169934,0.492307236355,0,0.237491055801,11.7777298522,5.82098153652,13.5575829909,4.34420571344,11.6960024221,6.0825261916,2.6058729886,C,10.0589733426,6.5564425815,4.28435176038,5.48143704591,G,14.3653696143,1.08086941026,0.667045952236,AL,5.43329450982,3.48931279222,10.2453123828,3.11478591586,15.2853365234,1,2.47632999628,7.95446926366,16.8615230101,A,8.21550779337,18.8561520559,10.0000005924,9.34327411484,F,3,1.53249988972,B,D,2.92689266073,6.55644264541,10.7692299262,B,0.690845813272,8.05466395477,3.34592441397,0.718358168877,0.684149946635,1.60291395523,0.735461653816,8.81769010426,2.49714951328,1.07439851666,0.840627722642,E,0.307669665662,6.33460912434,5.66404264921,0.326195882338,5.5815285854,9.16923017877,10.1866076344,1.5782964022,16.2564997318,8.63316472692,1.98102634081,6.85052881347,3.59819299577,1.36732226316,14.0998434564,F,1.52444499037,3.36197491628,B,1.334093773,E,,13.9453454925,9.99999968364,4.37270669134,9.41530976633,9.63076973214,0.0123042482843,0.912766774885,1.09565161165,2.97063869196,1.33366014599,1.936764371,M,2.86154820691,3.94455617144,1.69310489306,2,0.480000828026,4.10256385716
58,1,1.34447677728,8.40734597652,C,4.46513490497,12.9858779018,2.52906883154,2.46366279279,0.128729440928,10.2083332116,1.05032900306,16.0030860504,6.10467591311,3.46269695422,11.6363862901,1.80219208703,6.71428588868,3.56034158249,0.85871840774,0.183997234604,18.665339177,6.93181647426,BZT,-0.000000768316277412,D,0.225100369071,1.47892415042,3.19040644153,5.88197599754,8.40116264855,,A,1.60246995337,2.03488286795,7.7523991137,8.29941764515,15.1695420236,0.589969618052,0,0.320542993793,7.49945699395,7.5363379357,12.601744328,1.71296201203,12.2581406641,9.98389671836,0.110357983492,F,12.346840154,8.04505763936,1.9631712097,4.62447097937,J,16.5224915785,0.0636230984468,1.24273162632,BL,3.74273284727,2.74897056257,11.5910416751,1.34568724026,15.6294010033,1,0.121774679541,6.21428390198,17.1018767813,C,9.41860422164,18.633744489,8.14285707909,13.0116744997,B,1,2.36304061823,B,B,2.15365631949,7.76162838439,11.7142848082,K,3.26388981043,4.10407011022,16.2638653231,1.78779057175,2.04941781527,2.85714296512,1.0901165237,10.6428485261,1.43895401963,0.0698105034072,0.937683219024,C,0.560657526693,5.70147464007,3.37139055466,0.631334577694,6.94040792158,5.95870191277,7.71944147517,1.22577438225,17.2016467487,7.94058623857,2.32904426481,4.75147158508,2.28144244545,0.0756933434803,12.3601655519,D,2.00986580494,-0.000000239454058661,A,3.5755811005,P,B,16.1010376023,11.714285286,1.74740412037,-0.000000781305345817,6.54867205715,2.61539578948,1.06995869558,2.22222237167,6.94444476075,3.07586481193,0.00585502900821,P,1.4132630505,2.820675538,1.79286130253,0,1.65191661396,1.42857099086
61,1,,,C,,,,,,,2.84463823827,,6.75557142927,,10.2074105033,,,,,,,4.43459600537,ADBM,,E,,,,,,,A,,,10.3390149406,,,,0,,5.21525262585,,,,,,,I,,,3.81630183833,,L,,,,BJ,,,,,,3,,,,C,,,,,F,3,,B,D,,,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,,A,,I,M,17.9034915891,,,,,,,,,,,BJ,,,,0,,
62,1,1.14601704578,12.7912593635,C,4.41815876958,10.5648967447,1.85840735868,2.73451291411,0.0941384365803,10.3999994925,1.55361009445,15.3978897515,7.04924274073,3.10691074265,11.4777673434,1.97160936509,5.86956458836,3.8993141834,0.714538902406,0.159922235057,18.6931595315,6.48312465226,AVB,0.0000000829616903697,E,0.219992372207,1.9793520133,3.00884879328,4.83001978518,8.41592919285,C,A,1.55309736958,1.62831912121,5.31901342729,7.75221155128,17.2278412388,0.453075376606,0,1.09146158483,11.8537002853,7.10619421429,12.3008857205,2.33940499454,11.2354052987,9.89404101303,0.114106667947,C,12.1629436877,7.57522207929,0.365342714167,6.57439599756,G,15.6677184587,0.0612506412549,1.35398326588,AS,4.16814174997,0.652819646598,10.9399785674,1.86578193834,15.9894960305,1,0.121659481248,6.39814727201,17.2630302564,A,9.23008754246,17.4085069182,11.0869564875,10.9716303849,B,2,2.33700946918,B,B,2.48473250477,7.00884893641,12.6086966285,E,2.39999976734,6.47363355844,12.4109752525,1.53982320134,1.43362874755,1.13744116257,1.19469047092,7.41710715176,2.90265504238,0.163819414666,1.05184844557,A,0.496623362832,4.50708813821,3.25240265395,0.546295073458,6.59292000887,7.44336620356,8.85721398242,0.697639666913,19.2482684829,6.32831247113,1.53931144854,4.53486454574,2.17039815348,0.0454388587055,12.3051187353,E,1.85630237234,-0.000000448847508861,B,2.17699078382,U,,12.2671411576,8.91304415585,2.41850603266,-0.000000581370089597,7.89644089612,0.681511327299,1.56280849792,2.03271043649,7.99999937208,1.56241449015,0.0188808352155,AN,1.38443557889,3.58407040237,1.50988935153,1,1.19093751466,1.52173845309
63,1,,,C,,,,,,,2.07877404243,,6.63504028771,,10.4820492101,,,,,,,3.75281871976,XFE,,E,,,,,,,A,,,10.8513713403,,,,0,,3.63432528535,,,,,,,I,,,2.5882187527,,D,,,,BJ,,,,,,1,,,,C,,,,,F,1,,B,D,,,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,D,,,A,,D,M,18.3937229647,,,,,,,,,,,U,,,,0,,
67,0,2.84381012851,7.96198611089,C,4.37229135066,8.38134551289,2.30579111449,2.87675093023,1.23151086152,11.1980432895,1.05032794988,14.5154908521,6.62684029879,3.75733730919,11.354501127,2.60416617671,5.61264736636,4.18679228879,1.28843099924,0.179643506169,17.5437604408,6.84943400018,ACOZ,-0.000000795359075631,E,0.910233526085,1.88214823309,4.10650651801,7.78704322986,6.93933621238,,A,1.88580744086,2.77793017362,3.46304927034,6.62091599173,15.5939095283,1.06870170594,0,0.201766828743,14.2818901732,6.04446975729,11.9571789281,2.46539250055,10.832321878,7.76938109409,0.975646700111,E,11.9078325163,6.84051510274,0.512068911109,8.69196671262,J,14.9841769465,0.895432745316,2.00933322332,CN,3.48064871957,15.3044430627,7.39152555457,1.6003297291,15.341368074,1,0.801618601032,6.9909030096,14.9350656664,B,8.32830113835,18.6066922223,9.64426847818,12.8883138974,F,1,3.14491409453,B,D,2.60497375025,6.54405796064,12.1739131181,D,3.47188296125,8.40201209071,3.60079667582,2.53637111113,2.33873269479,3.55158674453,1.3011263705,9.37010883751,0.889376025016,0.888455866528,0.850429577052,A,0.368415376371,4.77718633738,3.84348786999,0.455030058011,5.1990112628,6.06870160728,6.9779695257,1.15747011965,4.6407021816,4.50307204468,2.72838029033,6.13933566548,2.44753811737,0.676587466565,12.8830590383,E,1.69252220554,2.61219144366,A,4.31512450983,A,G,9.84953881602,10.3557311448,2.51582186289,8.38271253003,7.13740508494,2.00222671967,1.19583193695,3.70786441343,7.7261605738,3.50401721077,0.778763659216,BW,1.30021757176,4.34394696497,1.49651389139,0,1.93129771537,2.21343799537
73,1,1.1916261204,10.970925887,C,5.84738293937,9.79152754343,2.80193190916,2.38325248819,0.0482241796415,8.17610086217,2.60393952744,15.7051287417,6.86390744093,3.01182212447,13.6696333289,1.82560132433,6.66666758028,7.52693440168,0.416283967893,0.196294963984,18.7441301797,7.95607749324,QSS,-0.000000212507916612,C,0.148667613159,2.03703618049,2.35104598229,2.65340957244,9.37198111809,C,B,1.57004779839,1.35265769788,7.33967231626,9.14653867243,8.80428286918,0.540541456828,0,3.37957420662,9.71565094097,7.89049843332,13.3333328983,2.21153884153,10.8125738575,10.1589208074,0.141335988212,C,8.25539403969,8.38969370676,3.0239903223,4.15244414059,J,16.0137456494,0.13640708498,0.917873681407,BL,4.78260809474,0.645161804845,13.3347051843,1.91894880078,17.092858739,0,0.181637188004,11.5523318665,17.7718436978,C,10.0483087369,15.7555177071,9.04761831191,13.8003471179,F,1,2.1701389083,B,D,4.87979677347,7.2946860165,11.4285707234,O,1.76100629849,4.72793350546,7.24459982995,1.15942117006,1.35265658649,2.60869500931,1.23188399358,15.0922584571,4.4122387818,0.135171628047,1.09953695034,A,0.66130572127,8.03724821346,3.47929901454,0.706040557358,7.50402623784,8.78378477915,6.54362956958,1.56468117681,19.2869269348,10.6736191934,2.8979189657,4.75599205389,2.79087895642,0.0600535884406,17.437134689,E,4.05707081736,13.4046045912,B,2.2222217634,F,,14.9948531892,10.9523812931,2.23367733428,11.3176561812,9.32432367183,0.0432806768815,1.1205441928,1.38195768151,6.41509365665,1.43724146193,0.149659432791,BY,1.52200648669,2.32487950298,4.14219682634,1,1.13513523399,1.90476230791
74,1,,,C,,,,,,,3.91684931454,,8.3539543594,,12.68860496,,,,,,,6.42285020989,YGJ,,E,,,,,,C,B,,,7.4331156013,,,,0,,10.8892263697,,,,,,,C,,,1.56261375821,,D,,,,BW,,,,,,0,,,,A,,,,,F,2,,B,D,,,,B,,,,,,,,,,,,B,,,,,,,,,,,,,,,,B,,,B,,N,,13.5903955161,,,,,,,,,,,AK,,,,2,,
75,1,,,C,,,,,,,6.5426690219,,9.21424503295,,14.7347748504,,,,,,,8.23657581833,RHD,,C,,,,,,C,B,,,6.85309931507,,,,0,,14.4490266423,,,,,,,C,,,4.53084814422,,L,,,,AL,,,,,,0,,,,A,,,,,B,1,,B,B,,,,B,,,,,,,,,,,,B,,,,,,,,,,,,,,,,B,,,B,,B,,11.761672439,,,,,,,,,,,BO,,,,1,,
77,1,3.20809193208,5.816441237,C,4.84722996897,9.68505663381,3.05716116558,3.16634477722,0.478861182571,10.5555557447,1.29102902944,15.1016957145,6.32368094724,2.73803776444,11.805671953,2.33801031664,4.50549542151,3.77661341009,2.66944619871,0.178518165009,17.3668440282,6.86876003336,AGDF,-0.00000029290152334,E,0.481887867899,1.61314449673,4.93256292455,6.65597578342,6.40976317598,,A,1.46435490592,2.33782970177,8.94659414525,6.48683294634,14.1304078704,1.09533453126,0,13.2271531667,5.85341164265,5.72254317311,11.5478490789,2.32203291702,11.3394695606,6.2107102363,0.466665302374,C,12.1005250291,6.53821477744,1.84579213613,7.53160806872,F,15.5711420502,0.316391261717,1.57996075663,AW,4.07193350922,11.125230755,8.42935243634,1.29522568685,15.6445705031,1,0.493515269612,6.54288869408,15.0032230216,C,7.57867760917,7.64627930709,9.01099000456,8.77527411173,B,1,2.68361646164,B,B,2.2933483772,5.42067992134,12.5274727084,B,2.84722316852,6.58959049387,3.44350964248,2.19653190023,1.57996207817,2.08835253237,1.07899773344,11.6692378863,2.09376993723,0.56860344863,0.919375962641,G,0.293685258321,5.21479327666,4.20390694569,0.359746954385,4.99036589951,4.4624737277,11.8948144309,1.34232424758,8.82711159247,5.88657307947,5.40213986661,6.14465315714,2.01622600335,0.357621524163,12.7392806935,C,2.57053801252,5.17157503042,B,3.85356412898,F,,17.0371241874,10.9890108533,2.20440939836,11.731375273,5.55781013839,1.11413113284,0.12708483608,3.35952856442,7.7777771908,3.31698805774,0.139900097883,AZ,1.6676229856,4.84104022237,2.2208746362,0,1.4766731982,2.96703342511
78,0,,,C,,,,,,,0.437636035088,,6.06231611642,,8.45542188925,,,,,,,4.81622874042,JOF,,E,,,,,,,A,,,1.85958639634,,,,0,,16.2007092637,,,,,,,I,,,0.830459681351,,K,,,,DX,,,,,,1,,,,A,,,,,C,1,,B,B,,,,I,,,,,,,,,,,,C,,,,,,,,,,,,,,,,D,,,A,,F,AG,7.55522306129,,,,,,,,,,,BY,,,,0,,
79,0,,,C,,,,,,,2.10065604457,,6.91931902989,,11.3539820583,,,,,,,6.16300341239,RIP,,E,,,,,,,A,,,7.56294748518,,,,0,,8.85608891538,,,,,,,I,,,1.84285834448,,F,,,,,,,,,,1,,,,A,,,,,F,1,,B,D,,,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,,A,,M,AF,15.1845801418,,,,,,,,,,,BC,,,,0,,
81,1,,,C,,,,,,,1.05032792783,,6.47795049475,,11.6363870691,,,,,,,7.06649174548,AHE,,E,,,,,,,A,,,3.77878091335,,,,0,,13.7826492983,,,,,,,I,,,0.925831624512,,G,,,,CN,,,,,,2,,,,B,,,,,F,2,,B,D,,,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,D,,,A,,I,AF,10.6350074427,,,,,,,,,,,BM,,,,0,,
84,0,,,,,,,,,,3.15098417998,,7.22922218449,,14.1477389432,,,,,,,8.17824334084,FGN,,D,,,,,,,,,,5.82687844971,,,,0,,12.6582746229,,,,,,,D,,,3.12522933883,,E,,,,U,,,,,,0,,,,C,,,,,F,0,,B,D,,,,P,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,C,,,,12.7612216461,,,,,,,,,,,F,,,,0,,
88,1,,,C,,,,,,,1.8380740337,,6.60082543223,,13.024277845,,,,,,,7.93178277126,HTO,,E,,,,,,,A,,,4.97339440529,,,,0,,12.6864923517,,,,,,,E,,,2.19206136704,,K,,,,N,,,,,,1,,,,A,,,,,F,1,,B,D,,,,D,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,,A,,F,AG,12.3288746523,,,,,,,,,,,AP,,,,0,,
90,1,,,C,,,,,,,2.62582118148,,6.32296790244,,12.839420286,,,,,,,7.45348880508,KQS,,E,,,,,,,A,,,4.60720746967,,,,0,,14.0583172921,,,,,,,G,,,4.57193249861,,H,,,,AS,,,,,,1,,,,A,,,,,F,1,,B,D,,,,M,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,A,,D,V,12.147841142,,,,,,,,,,,CG,,,,0,,
91,1,0.912965693624,5.81322050579,C,2.67887365648,6.44250161808,2.20726795366,2.49887762239,0.178264077978,8.41739141989,2.60393954722,15.7238304735,7.0539777196,4.03609254678,12.6808902438,2.23264137163,5.41254051328,1.85468857832,1.2834823968,0.280727472681,15.8074051015,7.04913998602,QCO,0.00000011476120529,E,0.128924540289,1.16793857384,2.44504203918,9.52961297621,6.69807034672,C,B,1.62853346989,2.7187083256,5.69467366313,8.34454984058,12.8494949918,0.394973831222,0,0.0953161996096,12.3167653137,6.33467954418,12.9834008522,1.58129117066,9.99461417318,10.9604985876,0.100961470034,C,15.1328141847,7.904889784,2.49578132047,8.27861598968,D,16.1018075429,0.141224298805,1.97846619023,DI,3.73710191429,2.43392042542,9.47891745254,1.07746469598,12.8357535787,0,0.125141106813,3.44394017304,13.2918482921,A,8.0574246187,18.3259902121,9.70297014882,10.8202100205,B,1,2.80716457004,B,B,1.09032293481,6.33916504195,13.8613861526,B,2.8521741062,8.82640916617,13.2282536552,2.82638010592,2.20726869266,2.46933834735,1.07671585589,5.96488082218,0.744728443026,0.056803617274,1.09530081377,A,0.420090243315,3.60421726311,5.21729635491,0.51760975312,5.39255248278,4.70377042406,7.40213649061,0.847166658407,17.5550665415,4.60388523301,1.46791467358,7.82554696391,2.81185576324,0.0697362868594,8.22209117316,E,1.28875389473,0.000000578829421589,B,4.19919167879,I,,12.7881335748,10.2970301681,1.75485543351,0.000000757955166581,5.0987424622,3.64682527591,1.58590389835,3.57548158213,5.5652180946,3.85190660837,0.00965989967409,BM,1.98368554977,2.40578710223,0.988247968927,1,2.1759420348,0.726072537925
92,0,1.13746239946,7.03455632838,C,4.31465865928,8.38842921487,3.5836636924,3.07422025965,3.89120912952,6.72489073803,0.765865285797,15.4416961752,6.41053974004,3.57931216753,9.84231757694,1.36003912911,1.83333396065,5.10741704426,0.814191995985,0.17089229679,17.8719559975,5.45967094235,NGS,0.000000123492413495,E,4.74560676963,2.89855131779,2.63504593681,4.86636831918,8.88010639555,,C,1.01449182277,2.10803717214,5.63257999391,8.6429507929,15.6274417636,0.399999985591,4,0.770053153394,10.5650814437,7.67676861962,13.6231892955,3.18021162524,12.4404632584,7.76627857715,4.04632097254,C,10.8953477432,8.5375488706,0.532609915239,7.0624134892,C,15.2522253738,4.00235998805,1.50197613504,V,4.54984591481,13.559027721,10.823601834,2.78582979965,15.4656672948,0,4.75623041914,8.24865591229,15.6353388809,C,9.94290815655,18.2638886104,9.50000053488,14.0775749855,F,4,1.41710907245,B,D,3.2326858473,8.32674574018,17.1666672457,B,0.960698786787,8.42599101099,3.62187472786,2.71409685168,0.579709960938,3.36106545246,0.869565499911,9.45822961299,1.24725497089,4.86880535354,0.843942347784,G,0.460191882224,6.67150711311,3.90723524472,0.519484421936,6.77206753638,9.88571479173,4.3443021764,1.48148229579,6.21527856999,6.91988234813,5.14271448332,5.78700923628,2.19249038293,2.21411089679,14.0536080974,C,1.99792790921,2.4657449888,B,3.37285842287,F,,13.442902781,10.666667362,3.42235359071,8.33152037505,10.2857149168,3.28297921375,1.02430629012,3.17901151817,5.76419125818,3.17825425269,2.59374457533,B,1.51723497546,3.5243738724,1.46781202245,0,1.37142774392,1.16666595107
93,0,,,C,,,,,,,1.05032790618,,6.33803849469,,11.9678248052,,,,,,,7.45537330861,CMG,,E,,,,,,,A,,,1.69770878064,,,,0,,17.0732937008,,,,,,,G,,,1.31465061926,,H,,,,DP,,,,,,1,,,,B,,,,,C,1,,B,B,,,,M,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,A,,F,G,6.5798535289,,,,,,,,,,,L,,,,0,,
94,1,,,C,,,,,,,1.31291015088,,6.5625557188,,11.1676443088,,,,,,,6.09229815338,PYH,,E,,,,,,,A,,,8.57981432962,,,,0,,6.45539316827,,,,,,,F,,,1.22661549162,,E,,,,U,,,,,,1,,,,C,,,,,F,1,,B,D,,,,K,,,,,,,,,,,,C,,,,,,,,,,,,,,,,D,,,A,,I,M,16.5132218767,,,,,,,,,,,BM,,,,0,,
95,1,,,C,,,,,,,5.22975862945,,7.96389606048,,12.3993325515,,,,,,,4.37038112242,EZI,,C,,,,,,,B,,,7.11885517738,,,,0,,12.7074736857,,,,,,,C,,,5.32609516862,,L,,,,BQ,,,,,,1,,,,A,,,,,F,3,,B,D,,,,B,,,,,,,,,,,,A,,,,,,,,,,,,,,,,E,,,B,,K,,13.6203221321,,,,,,,,,,,D,,,,2,,
96,1,,,C,,,,,,,0.787746726854,,6.32946256368,,11.8875895715,,,,,,,7.56494427233,VZF,,E,,,,,,,A,,,3.70179645942,,,,0,,13.6401136959,,,,,,,I,,,0.802583289168,,L,,,,CY,,,,,,1,,,,A,,,,,F,1,,B,D,,,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,D,,,A,,N,P,10.7224075756,,,,,,,,,,,BD,,,,0,,
